novel_name,author,novelurl,serialstatus,serialnumber,category,collects,reviews,month
茅山鬼咒,辰逸,http://book.zongheng.com/book/697475.html,连载中,832257,文集,1,33,17
风雪遗恨之罹山传,傲骨凌霜,http://book.zongheng.com/book/695309.html,连载中,125565,仙侠,10,112,37
重生之雷罚天尊,阳光下的青蛙,http://book.zongheng.com/book/704130.html,连载中,11678,玄幻,0,3,3
三界微信群,精神分裂,http://book.zongheng.com/book/669809.html,连载中,1663765,都市,60,2972,564
太上录,魔王的咏叹调,http://book.zongheng.com/book/703646.html,连载中,2580,玄幻,0,3,3
首席军神,西苇菲菲,http://book.zongheng.com/book/700961.html,连载中,242037,都市,0,98,83
三国之鬼神无双,坐井观天的青蛙,http://book.zongheng.com/book/377807.html,连载中,8389793,历史,8161,1081286,12920
网游之黑暗神话,扶腰上青楼,http://book.zongheng.com/book/675992.html,连载中,437708,游戏,310,11588,1453
官场漩涡,凌霜傲雪,http://book.zongheng.com/book/703477.html,连载中,78964,文集,6,14,14
超级职员,易克1,http://book.zongheng.com/book/703548.html,连载中,2364308,都市,12,62,59
黎明末日之超时兵系统,小小教父,http://book.zongheng.com/book/704101.html,连载中,2594,穿梭,0,6,6
极度诱惑：冷艳女上司,十年,http://book.zongheng.com/book/698390.html,连载中,612821,都市,2,101,52
瓦罗兰：虚空之血魔,RM故事细腻,http://book.zongheng.com/book/611689.html,连载中,1459993,游戏,26,3994,122
恒古世界,我有一梦,http://book.zongheng.com/book/451921.html,连载中,1006197,奇幻,311,10668,270
三世成神,周某人,http://book.zongheng.com/book/568711.html,连载中,227086,玄幻,8,986,53
莫须有,纵横强者,http://book.zongheng.com/book/303953.html,连载中,436067,仙侠,6,2017,77
盗香,杯中红酒,http://book.zongheng.com/book/703891.html,已完结,224780,都市,0,15,15
狠人狠事,玉柒,http://book.zongheng.com/book/703893.html,已完结,320564,都市,3,6,6
一赌为快,瓮城老六,http://book.zongheng.com/book/703903.html,已完结,319965,都市,0,22,20
轮回神帝,孔杰,http://book.zongheng.com/book/682790.html,连载中,256035,修真,76,1554,148
彼岸花下,兮约,http://book.zongheng.com/book/645633.html,连载中,310245,推理,2158,175441,6543
无耻帝尊,不错哦,http://book.zongheng.com/book/703866.html,连载中,16670,玄幻,0,6,6
我的上司是女王,万路之遥,http://book.zongheng.com/book/647025.html,连载中,1276054,都市,76,9671,746
鬼撞铃,恰灵小道,http://book.zongheng.com/book/700916.html,连载中,690288,推理,0,20,16
重生之都市修神,指尖沉沙,http://book.zongheng.com/book/681993.html,连载中,657857,都市,41,1392,500
神级黄金手,天牛行空,http://book.zongheng.com/book/682041.html,连载中,717532,都市,22,2053,418
怪谈笔记,唐笑雨,http://book.zongheng.com/book/700921.html,连载中,729077,推理,9,23,19
奋斗在美国,东方胜,http://book.zongheng.com/book/700936.html,连载中,449949,都市,11,315,302
花都御医,雪糕,http://book.zongheng.com/book/595747.html,连载中,3291387,都市,216,42585,1299
星际霸主,巴赫楠,http://book.zongheng.com/book/617579.html,连载中,1620708,科幻,63,8858,418
我的美女上司姐姐,葵花小子,http://book.zongheng.com/book/635418.html,连载中,1427259,都市,632,61182,1468
永恒至尊,剑游太墟,http://book.zongheng.com/book/611130.html,连载中,1739782,玄幻,624,114654,4242
我的老婆是模特,肖飞,http://book.zongheng.com/book/610939.html,连载中,1361910,都市,51,14864,563
豪门弃少,珍爱一生,http://book.zongheng.com/book/611126.html,连载中,1200539,都市,84,19741,1367
超自然事件调查局,雀巢威尔,http://book.zongheng.com/book/640928.html,连载中,578858,推理,30,1011,41
三分明月二分无赖,月亮门掌门,http://book.zongheng.com/book/702087.html,连载中,41213,推理,1,39,39
孤城诀：杠上女细作,邢墨鸢,http://book.zongheng.com/book/687492.html,连载中,451840,文集,0,41,5
佛影泥踪,驴唇不对马嘴,http://book.zongheng.com/book/696613.html,连载中,83190,争霸,5,173,80
逍遥浪子俏佳人,宇宙王子小相思,http://book.zongheng.com/book/690532.html,连载中,103148,玄幻,8,134,77
邪剑诸天,千宗万罪,http://book.zongheng.com/book/608964.html,连载中,1331519,穿梭,362,32513,2476
辰光纪,蓝执事,http://book.zongheng.com/book/674557.html,连载中,42912,异世,6,97,13
医馆临时工,易知书,http://book.zongheng.com/book/673492.html,连载中,1247684,游戏,6,891,161
逍遥小神医,江河湖海,http://book.zongheng.com/book/654430.html,连载中,3577150,都市,82,5679,301
隐世独苗,书生也用剑,http://book.zongheng.com/book/703142.html,连载中,15093,都市,1,25,25
南宋1127,松华,http://book.zongheng.com/book/683780.html,连载中,93173,历史,7,673,156
五号铁,公羽介儒,http://book.zongheng.com/book/618381.html,连载中,221810,潜伏,16,1776,85
透视金瞳,坤雨轩,http://book.zongheng.com/book/645794.html,连载中,1584688,都市,230,17363,2428
星峰破,俩方一土,http://book.zongheng.com/book/693894.html,连载中,216539,异世,5,113,71
缘起缘灭缘来有你,陆小郡主,http://book.zongheng.com/book/702536.html,连载中,50664,玄幻,4,25,25
末日情圣,算香花生,http://book.zongheng.com/book/703832.html,连载中,9943,玄幻,0,12,12
回首往事二十年,断情隐士,http://book.zongheng.com/book/662721.html,连载中,124487,都市,2,409,35
逆命成神,幻雪殇雨,http://book.zongheng.com/book/559430.html,连载中,5048,玄幻,11,271,4
把你的剑放下,厨命爷病,http://book.zongheng.com/book/701230.html,连载中,164619,奇幻,5,81,81
黄尘上玉京,顾羲和,http://book.zongheng.com/book/668187.html,连载中,440878,仙侠,172,8562,1245
都市之狂野纵横,霸气秀,http://book.zongheng.com/book/703330.html,连载中,31523,都市,8,17,17
小哥种田,甜口可乐1999,http://book.zongheng.com/book/702656.html,连载中,28473,文集,7,146,146
诗集漫步经心,清泉石上流,http://book.zongheng.com/book/698332.html,连载中,1601,重生,2,18,9
上荒记,小黑胖子,http://book.zongheng.com/book/696236.html,连载中,123445,争霸,2,140,51
重生神级杀手,风情月,http://book.zongheng.com/book/700193.html,连载中,81072,重生,6,210,171
一树繁花,朱圣勤,http://book.zongheng.com/book/665224.html,连载中,310887,争霸,12,1395,124
化仙台,风鸣叶,http://book.zongheng.com/book/689538.html,连载中,167165,玄幻,6,181,62
玄阵幻海,春秋演义,http://book.zongheng.com/book/703192.html,连载中,50816,异世,0,13,13
星梦谷主,那可是初恋,http://book.zongheng.com/book/694495.html,连载中,53816,异世,3,115,41
微小说与小小说,大悔忆智冰,http://book.zongheng.com/book/611555.html,连载中,111163,都市,1537,49659,14
天破传奇,穿梭纵横,http://book.zongheng.com/book/674188.html,连载中,299637,仙侠,7,833,98
万域天尊,路过地府,http://book.zongheng.com/book/652067.html,连载中,1037403,玄幻,11,2431,166
魔法逍遥,简单e笨蛋,http://book.zongheng.com/book/682531.html,连载中,245693,校园,88,2534,850
权柄,尚夏,http://book.zongheng.com/book/703516.html,连载中,754644,文集,0,33,33
血越九天,雨下无闻,http://book.zongheng.com/book/681404.html,连载中,331672,玄幻,242,13436,4869
法圣系统,三国迷糊,http://book.zongheng.com/book/694111.html,连载中,66146,异世,4,22,22
仙路漫漫几人归,最爱吃火锅,http://book.zongheng.com/book/704085.html,连载中,1966,修真,0,6,6
巡天神捕,青铜老五,http://book.zongheng.com/book/686233.html,连载中,239738,异世,15,626,339
上上古,十二门徒,http://book.zongheng.com/book/704087.html,连载中,9233,异世,2,5,5
连接者,幻想艺术家,http://book.zongheng.com/book/646616.html,连载中,641228,异世,7,980,47
备弄里的秘密,惠山九吉,http://book.zongheng.com/book/693547.html,连载中,97152,都市,3,107,37
走过阴阳,白云客,http://book.zongheng.com/book/698673.html,连载中,48337,神秘,3,43,22
王权史诗,弑天雀,http://book.zongheng.com/book/703593.html,连载中,21406,争霸,5,22,22
邪神纪元,丑客,http://book.zongheng.com/book/611441.html,连载中,589137,文集,11,777,52
武斗文明,天际之麟,http://book.zongheng.com/book/701694.html,连载中,64100,异世,3,35,35
破荒噬元,大象会唱歌,http://book.zongheng.com/book/649945.html,连载中,224705,玄幻,40,4529,21
神级校花别撩我,雾岚山岳,http://book.zongheng.com/book/628457.html,连载中,1671505,校园,9667,3187278,1409
肥猫阿驴,御喵仙大人,http://book.zongheng.com/book/700810.html,连载中,54811,异世,4,30,30
喜神,天下觞,http://book.zongheng.com/book/699129.html,连载中,14247,争霸,0,39,14
医武至尊,柴米油盐,http://book.zongheng.com/book/671708.html,连载中,682823,都市,9,2163,252
藏剑玄梦,大号牛龟,http://book.zongheng.com/book/669738.html,连载中,375450,修真,113,4542,661
超级小农民,高山,http://book.zongheng.com/book/650477.html,连载中,6523172,都市,164,10569,798
进化传承法则,冷大仙,http://book.zongheng.com/book/703413.html,连载中,17092,末世,2,22,22
遗尘之子,无情胜友情,http://book.zongheng.com/book/698503.html,连载中,18016,玄幻,7,145,92
三道述,青椒洋芋泥,http://book.zongheng.com/book/703912.html,连载中,66494,修真,2,21,21
牧野短笛,断刃萧翎,http://book.zongheng.com/book/697810.html,连载中,143825,文集,8,161,96
囚真,街边的吃货,http://book.zongheng.com/book/703724.html,连载中,8328,玄幻,0,11,11
逍遥游宋朝,罗门二少,http://book.zongheng.com/book/703520.html,连载中,262925,历史,3,10,10
神威武皇,我爱吃鱼555,http://book.zongheng.com/book/685743.html,连载中,43692,争霸,6,115,50
至尊狂神,天翼冰皇,http://book.zongheng.com/book/585051.html,连载中,8436122,玄幻,781,99330,2322
狂武兵王,蛮小强,http://book.zongheng.com/book/628940.html,连载中,1634513,都市,53,6084,431
女子监狱的男管教,总经理秘书,http://book.zongheng.com/book/671107.html,连载中,7222548,都市,332,13371,1759
特种部队：南国利剑,紫枫本尊,http://book.zongheng.com/book/671707.html,连载中,1726872,历史,40,2859,656
王妃你节操掉了,汐清浣月,http://book.zongheng.com/book/697553.html,连载中,357363,文集,5,228,117
圣仙魂,观晨,http://book.zongheng.com/book/704093.html,连载中,16502,仙侠,0,3,3
残剑行,越活越糊涂,http://book.zongheng.com/book/700521.html,连载中,97582,异世,9,69,61
仙路至尊,睡秋,http://book.zongheng.com/book/377897.html,连载中,5012483,修真,51051,9759849,233600
开宗笑谈,拓疆,http://book.zongheng.com/book/690901.html,连载中,166034,武侠,3,300,113
萧陌异世奇遇传,零点零七秒,http://book.zongheng.com/book/695892.html,连载中,65568,争霸,1,52,14
武逆寰宇,浊世小书生,http://book.zongheng.com/book/547020.html,连载中,140071,玄幻,9,365,48
鱼梦星辰,白月石,http://book.zongheng.com/book/668903.html,连载中,1209068,奇幻,26,2690,129
第四次重生日记,lilyu沝莯,http://book.zongheng.com/book/701093.html,连载中,49376,重生,4,87,87
透视狂少,红烧鱼,http://book.zongheng.com/book/602320.html,连载中,2083724,都市,392,12022,1021
我的冰山女副总,十年,http://book.zongheng.com/book/698389.html,连载中,627832,都市,4,92,48
女教师的隐私,小丫头,http://book.zongheng.com/book/691260.html,连载中,2564071,都市,5,512,146
终极高手,冷海隐士,http://book.zongheng.com/book/700154.html,连载中,493954,都市,2,121,102
重生之都市修仙,飞奔的蜗牛,http://book.zongheng.com/book/666930.html,连载中,1316130,玄幻,354,50881,2721
情为何物,烦不了,http://book.zongheng.com/book/703511.html,连载中,336453,文集,0,6,6
贴身狂兵,木脑壳,http://book.zongheng.com/book/559034.html,连载中,4757459,都市,701,83283,1125
这里有家咖啡厅,抚柳凭栏,http://book.zongheng.com/book/611932.html,连载中,1189826,文集,2,461,13
心罪,星寒,http://book.zongheng.com/book/617626.html,连载中,1292598,推理,60,5497,188
夺魂警察,洛天辰,http://book.zongheng.com/book/617564.html,连载中,1306094,都市,21,2508,96
龙甲战神,幻天之翼,http://book.zongheng.com/book/652064.html,连载中,1366002,都市,1,980,82
乡村小司机,乾坤,http://book.zongheng.com/book/650538.html,连载中,3331889,都市,66,4655,338
女神的极品公子,九幽,http://book.zongheng.com/book/650523.html,连载中,2880290,都市,30,5498,474
东荒仙云录,孑爻,http://book.zongheng.com/book/703913.html,连载中,12130,仙侠,0,14,14
消逝的恋人,水月湖色,http://book.zongheng.com/book/703219.html,连载中,10299,都市,1,29,29
星灵战记,吐蕃国师,http://book.zongheng.com/book/703845.html,连载中,12733,异世,0,5,5
执者之路,虚伪的梦,http://book.zongheng.com/book/695594.html,连载中,50393,异世,1,33,16
外星天仙配,戴梦阮,http://book.zongheng.com/book/683441.html,连载中,148577,都市,1,36,8
都市穷公子,萧萧郎,http://book.zongheng.com/book/693696.html,连载中,47095,争霸,4,134,63
创纪之觉醒,木木木木木头Z,http://book.zongheng.com/book/704097.html,连载中,17341,都市,0,7,7
二号红人,梅花开了,http://book.zongheng.com/book/691208.html,连载中,1388877,都市,16,584,232
追个美女当老婆,梅雨情歌,http://book.zongheng.com/book/687157.html,连载中,2736167,都市,8,1376,261
霸道邪少：女人休想逃,晓晓,http://book.zongheng.com/book/698391.html,连载中,892192,都市,0,145,113
我的高冷老婆,笔龙胆,http://book.zongheng.com/book/700153.html,连载中,2702978,都市,2,70,56
女神的贴身高手,江枫,http://book.zongheng.com/book/684001.html,连载中,6089408,都市,12,2563,786
三界妖狐,永远平凡,http://book.zongheng.com/book/688306.html,连载中,76952,玄幻,3,152,132
天枢之契约行者,宫九,http://book.zongheng.com/book/684011.html,连载中,541792,推理,4,135,24
斗玄战尊,星成,http://book.zongheng.com/book/698807.html,连载中,1904189,玄幻,5,782,330
九子传奇,犁烟,http://book.zongheng.com/book/693607.html,连载中,75275,仙侠,6,117,65
最强神医混都市,九歌,http://book.zongheng.com/book/533184.html,连载中,5365493,都市,4938,467551,8586
老子是土地爷,十里香火,http://book.zongheng.com/book/533738.html,连载中,1113893,都市,65,13110,494
极品高手俏老婆,醉酒望明月,http://book.zongheng.com/book/628974.html,连载中,2571978,都市,41,4038,235
全能透视高手,夜雨寄北,http://book.zongheng.com/book/591391.html,连载中,3451510,都市,835,80376,2191
美女总裁的透视医仙,谦谦二君子,http://book.zongheng.com/book/628942.html,连载中,837269,都市,29,4137,165
武道狂医,漠望,http://book.zongheng.com/book/649320.html,连载中,1179509,都市,8,1893,158
莽苍传奇,易非,http://book.zongheng.com/book/697490.html,连载中,477066,文集,0,25,6
娇妻驾到：总裁已躺好,薏仁红豆,http://book.zongheng.com/book/697516.html,连载中,139997,文集,1,131,76
又见封神,原著小Q,http://book.zongheng.com/book/694247.html,连载中,24848,玄幻,2,76,49
弱邪,霜寒绝雨,http://book.zongheng.com/book/612017.html,连载中,2449602,文集,4,576,13
三年6班,再见理想吧,http://book.zongheng.com/book/703388.html,连载中,9647,校园,3,13,13
圣紫莲长歌,汉家盛世,http://book.zongheng.com/book/678307.html,连载中,4083,异世,0,13,11
万疆剑主,三九九,http://book.zongheng.com/book/701584.html,连载中,29051,异世,6,61,60
重生之不死神话,秋氺,http://book.zongheng.com/book/701981.html,连载中,25483,都市,5,53,53
造化掌控者,轮回千百载,http://book.zongheng.com/book/703766.html,连载中,9569,玄幻,1,15,15
校花的御前侍卫,邂逅流星雨,http://book.zongheng.com/book/700683.html,连载中,30248,校园,2,24,24
傲世戮战神,颓废的万世,http://book.zongheng.com/book/703252.html,连载中,11171,玄幻,0,7,7
战后新世界,赵王,http://book.zongheng.com/book/698720.html,连载中,88606,科幻,10,100,39
我的极品女上司,坐而不忘,http://book.zongheng.com/book/677930.html,连载中,2063713,都市,8,459,113
我和漂亮女总编,江枫,http://book.zongheng.com/book/684000.html,连载中,2222265,都市,6,738,147
都市大御医,梅三弄,http://book.zongheng.com/book/687159.html,连载中,2843002,都市,29,4600,1061
极品女上司,忘忧森林,http://book.zongheng.com/book/692859.html,连载中,4062432,都市,11,511,183
野蛮美女上司,梅三弄,http://book.zongheng.com/book/687164.html,连载中,1277276,都市,5,656,129
兵王传奇,我自对天笑,http://book.zongheng.com/book/684008.html,连载中,3186790,都市,10,1120,192
职场风云：我的美女老板,冷海隐士,http://book.zongheng.com/book/677931.html,连载中,1972328,都市,24,1303,227
女领导的贴身男秘,小青柑,http://book.zongheng.com/book/691211.html,连载中,2956314,都市,14,1778,649
我的极品美女老婆,我自对天笑,http://book.zongheng.com/book/684010.html,连载中,2905708,都市,53,3216,1266
女领导的兵王司机,孤狼先生,http://book.zongheng.com/book/684013.html,连载中,3887640,都市,12,1450,419
我的绝色董事长老婆,江枫,http://book.zongheng.com/book/684012.html,连载中,2425657,都市,16,694,256
源世界之昆仑域,皇甫奇,http://book.zongheng.com/book/694700.html,连载中,192011,都市,17,1809,802
凤驭昆仑,绝对幽灵,http://book.zongheng.com/book/646784.html,连载中,144975,玄幻,1,293,9
一路向前的书,阿收,http://book.zongheng.com/book/635754.html,连载中,12450,重生,9,112,11
官路雄才,别有洞天2,http://book.zongheng.com/book/703496.html,连载中,681785,文集,10,26,26
佳妻有约,老陈,http://book.zongheng.com/book/703463.html,连载中,474822,都市,8,10,10
断掌传奇,悟无物,http://book.zongheng.com/book/684503.html,连载中,160928,玄幻,1,119,57
浮华传,么爱,http://book.zongheng.com/book/702078.html,连载中,85505,玄幻,17,63,63
我的美女老婆,唐百虎,http://book.zongheng.com/book/580795.html,连载中,2572141,都市,110,23118,315
一路青云,淮左名猪,http://book.zongheng.com/book/645498.html,连载中,2723241,都市,162,23528,1486
火影之青衿,白泠秋水,http://book.zongheng.com/book/703432.html,连载中,8440,玄幻,1,17,17
傀儡一号,比利比利轰,http://book.zongheng.com/book/696241.html,连载中,618013,修真,1,84,49
万神榜,白马亦马,http://book.zongheng.com/book/694576.html,连载中,111452,仙侠,94,2241,796
顺流而上亦初心,春惜懵橙,http://book.zongheng.com/book/507557.html,连载中,272402,校园,4,1329,76
光明之心,旧梦鱼香,http://book.zongheng.com/book/674933.html,连载中,450893,奇幻,42,4442,480
武极至圣,谢羽寒,http://book.zongheng.com/book/692875.html,连载中,162085,玄幻,31,946,220
官路权途,一蓑烟雨飞,http://book.zongheng.com/book/703484.html,连载中,2482401,文集,0,21,21
点金圣手,小火乱炖,http://book.zongheng.com/book/662963.html,连载中,897156,都市,454,15341,870
对手,雪在烧,http://book.zongheng.com/book/645575.html,连载中,7400360,文集,239,25041,1129
御将,千秋笔,http://book.zongheng.com/book/645911.html,连载中,759010,玄幻,12,391,44
官望：权利冲天,傲天弘,http://book.zongheng.com/book/532366.html,连载中,1334166,都市,19,4467,157
红运当头,山有水,http://book.zongheng.com/book/645542.html,连载中,1601571,文集,9,1337,49
逆势崛起,十一圣,http://book.zongheng.com/book/703502.html,连载中,99557,都市,0,3,3
官道波澜,栈斧,http://book.zongheng.com/book/645659.html,连载中,1174504,文集,19,1120,78
逍遥异能侠,好灯笼,http://book.zongheng.com/book/645601.html,连载中,1182373,修真,7,1893,101
暗涌,梦幻海滩,http://book.zongheng.com/book/703531.html,连载中,117864,都市,0,6,6
我的美艳师姐妹,燕山夜话,http://book.zongheng.com/book/703528.html,连载中,613934,都市,0,10,10
一号红人,山间老寺,http://book.zongheng.com/book/532524.html,连载中,6963866,都市,15903,16703829,209749
第五任县委书记,厍建玉,http://book.zongheng.com/book/703540.html,连载中,594535,都市,1,29,29
草根首长,三人行,http://book.zongheng.com/book/703545.html,连载中,1573120,文集,0,40,40
全能神医,玄远一吹,http://book.zongheng.com/book/690500.html,连载中,917566,文集,21,1749,667
绝对红人,冬虫,http://book.zongheng.com/book/645508.html,连载中,2210628,都市,96,7194,511
英雄联盟之最脏新秀,奶志炫,http://book.zongheng.com/book/611422.html,连载中,2279500,游戏,120,8242,337
帝魔仙,清风爱上泥土,http://book.zongheng.com/book/698772.html,连载中,111824,玄幻,16,55,50
剑谕,夕渔,http://book.zongheng.com/book/697798.html,连载中,5148,玄幻,1,17,6
贴身保镖,风都烫手,http://book.zongheng.com/book/625993.html,连载中,1411359,都市,38,3703,252
契约新娘,红糖姜茶,http://book.zongheng.com/book/697454.html,连载中,140343,文集,0,33,19
混沌争锋,卷黄沙,http://book.zongheng.com/book/652053.html,连载中,782233,都市,1,656,30
神级黄金瞳,战歌,http://book.zongheng.com/book/625997.html,连载中,2372164,都市,73,7978,386
血逆苍穹,猎妖师,http://book.zongheng.com/book/677825.html,连载中,809386,玄幻,2,217,34
超能特种兵,花浪浪,http://book.zongheng.com/book/688272.html,连载中,390297,都市,14,275,92
权力暗战：征途,jiuxiaohonghu,http://book.zongheng.com/book/580741.html,连载中,8774276,都市,102,21738,391
不朽灵神,百鬼出游,http://book.zongheng.com/book/695258.html,连载中,234509,玄幻,0,49,20
穿越从杂役开始,龙爵士,http://book.zongheng.com/book/699520.html,连载中,77539,异世,7,91,75
绝对控股,梦幻海滩,http://book.zongheng.com/book/703519.html,连载中,128947,都市,17,14,14
力霸天下,绿石,http://book.zongheng.com/book/677827.html,连载中,499510,玄幻,7,237,59
暗网争锋,沙漠流云,http://book.zongheng.com/book/688282.html,连载中,328221,都市,8,170,53
都市之时空行者,今晚打老虎,http://book.zongheng.com/book/633546.html,连载中,1289256,都市,30,4093,158
湘西诡谈,神拳,http://book.zongheng.com/book/633557.html,连载中,1715065,推理,14,1623,64
国九局特勤组记事,凯瑟拉,http://book.zongheng.com/book/633560.html,连载中,1067239,科幻,11,2402,183
雪域飞歌,陈琳,http://book.zongheng.com/book/703273.html,连载中,55119,历史,3,37,37
仙魔君主,月伴清风,http://book.zongheng.com/book/694541.html,连载中,97300,修真,1592,669522,23689
七生杀豪侠：绝心苍云剑,顾半缘,http://book.zongheng.com/book/703473.html,连载中,167294,修真,6,7,7
大魔战天,木古Y,http://book.zongheng.com/book/701865.html,连载中,32291,神话,2,36,36
恶俗攻略,乾坤雨,http://book.zongheng.com/book/650829.html,连载中,991443,异世,34,3451,658
梦回神道,问天途,http://book.zongheng.com/book/689380.html,连载中,185049,玄幻,5,282,92
选神大战,布莱克蔡,http://book.zongheng.com/book/671983.html,连载中,20159,异世,1,29,9
热血传奇我的光辉岁月,丹晨本尊,http://book.zongheng.com/book/660014.html,连载中,36825,游戏,4,458,13
失忆旅行者传奇,纸工厂,http://book.zongheng.com/book/684215.html,连载中,266885,异术,0,55,39
源初星辉,星云捕手,http://book.zongheng.com/book/657695.html,连载中,979724,进化,193,8613,620
地球走出的修真者,城铭瑞钦,http://book.zongheng.com/book/687239.html,连载中,251426,修真,17,815,383
神武帝尊,乐平,http://book.zongheng.com/book/689482.html,连载中,609190,玄幻,5,571,116
晚清风云,青木双翼,http://book.zongheng.com/book/576441.html,连载中,1142474,历史,404,34477,1355
诡踪,文瞎,http://book.zongheng.com/book/675956.html,连载中,604167,推理,1,128,12
校花的透视保镖,恋勤520,http://book.zongheng.com/book/602334.html,连载中,3793025,都市,489,35426,1104
御天邪神,绯雨,http://book.zongheng.com/book/533182.html,连载中,5414712,修真,2540,234533,2790
大宋太子,润叶,http://book.zongheng.com/book/632867.html,连载中,1321363,文集,7,517,16
兽侠,融化的冰,http://book.zongheng.com/book/704052.html,连载中,5269,异术,1,8,8
剑洛川,林风别叶,http://book.zongheng.com/book/702519.html,连载中,30088,玄幻,1,424,424
